timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1546452542142,117,HTTP Request,200,OK,http://www.example.com 1-27,text,true,,1608,116,35,35,117,0,0
1546452541930,341,HTTP Request,200,OK,http://www.example.com 1-26,text,true,,1613,116,35,35,341,0,0
1546452542112,162,HTTP Request,200,OK,http://www.example.com 1-28,text,true,,1608,116,35,35,162,0,0
1546452542160,118,HTTP Request,200,OK,http://www.example.com 1-9,text,true,,1592,116,35,35,118,0,0
1546452541935,346,HTTP Request,200,OK,http://www.example.com 1-30,text,true,,1592,116,35,35,345,0,179
1546452541995,288,HTTP Request,200,OK,http://www.example.com 1-31,text,true,,1613,116,35,35,288,0,137
1546452542138,145,HTTP Request,200,OK,http://www.example.com 1-29,text,true,,1592,116,35,35,145,0,0
1546452542179,111,HTTP Request,200,OK,http://www.example.com 1-4,text,true,,1592,116,35,35,110,0,0
1546452542180,110,HTTP Request,200,OK,http://www.example.com 1-24,text,true,,1592,116,35,35,110,0,0
1546452542184,110,HTTP Request,200,OK,http://www.example.com 1-7,text,true,,1592,116,35,35,107,0,0
